MVNO,MVNAME,MVPARTY,MVCITY,MV_ILK_KANUN,MV_KANUN,MV_ILK_MAO,MV_MAO,MV_ILK_GGO,MV_GGO,MV_ILK_GO,MV_GO,MV_SSO,MV_YSO
6828,Kemalettin YILMAZ,MHP,AFYONKARAHİSAR,1,5,9,213,0,1,0,1,0,33
6954,Halil AKSOY,BDP,AĞRI,6,6,9,273,0,0,0,0,4,70
6665,Ekrem ÇELEBİ,AK Parti,AĞRI,2,10,0,6,0,0,0,0,0,0
6575,Fatma SALMAN,AK Parti,AĞRI,0,3,0,8,0,0,0,0,0,0
6090,Mehmet Kerim YILDIZ,AK Parti,AĞRI,0,3,0,5,0,0,0,0,0,0
5981,Ruhi AÇIKGÖZ,AK Parti,AKSARAY,0,3,0,3,0,0,0,0,0,0
5988,Ali Rıza ALABOYUN,AK Parti,AKSARAY,0,1,0,14,0,0,0,0,0,0
6566,İlknur İNCEÖZ,AK Parti,AKSARAY,0,8,0,5,0,0,0,0,0,0
6667,Mehmet Naci BOSTANCI,AK Parti,AMASYA,0,2,0,3,0,0,0,0,0,0
6386,Avni ERDEMİR,AK Parti,AMASYA,2,4,0,12,0,0,0,0,0,0
6880,Ramis TOPAL,CHP,AMASYA,0,13,0,173,0,1,0,2,2,29
6689,Yalçın AKDOĞAN,AK Parti,ANKARA,0,1,0,0,0,1,0,0,0,0
6814,Süleyman Sencer AYATA,CHP,ANKARA,0,1,0,5,0,0,0,2,0,0
6720,Sinan Aydın AYGÜN,CHP,ANKARA,9,16,1,91,0,0,0,2,0,53
6063,Ali BABACAN,AK Parti,ANKARA,0,0,0,0,0,0,0,0,0,0
5948,Ayşe Gülsün BİLGEHAN,CHP,ANKARA,0,16,0,22,0,0,0,1,0,41
6148,İzzet ÇETİN,CHP,ANKARA,11,27,3,106,0,0,0,2,0,91
4445,Cemil ÇİÇEK,AK Parti,ANKARA,1,1,0,0,0,0,0,0,0,0
6095,Reha DENEMEÇ,AK Parti,ANKARA,0,1,0,0,0,0,0,0,0,0
6702,Mustafa ERDEM,MHP,ANKARA,0,4,0,70,0,1,0,2,2,28
6302,Cevdet ERDÖL,AK Parti,ANKARA,4,8,2,2,0,0,0,0,0,0
6199,Bülent GEDİKLİ,AK Parti,ANKARA,0,2,0,1,0,0,0,0,0,0
6692,Levent GÖK,CHP,ANKARA,6,24,7,78,0,0,2,5,0,343
6721,Gökhan GÜNAYDIN,CHP,ANKARA,2,2,0,10,0,0,0,1,0,20
6703,Ülker GÜZEL,AK Parti,ANKARA,0,4,0,2,0,0,0,0,0,0
5644,Mehmet Emrehan HALICI,CHP,ANKARA,0,1,0,7,0,0,0,1,0,3
5930,Haluk İPEK,AK Parti,ANKARA,0,1,0,0,0,0,0,0,0,0
6704,Emrullah İŞLER,AK Parti,ANKARA,0,6,0,10,0,0,0,0,0,0
5347,Ahmet İYİMAYA,AK Parti,ANKARA,0,2,0,0,0,0,0,0,0,0
4634,Salih KAPUSUZ,AK Parti,ANKARA,3,5,0,1,0,0,0,0,0,0
6801,Zelkif KAZDAL,AK Parti,ANKARA,0,2,0,0,0,0,0,0,0,0
6717,Bülent KUŞOĞLU,CHP,ANKARA,2,11,1,54,0,1,0,3,0,38
6690,Aylin NAZLIAKA,CHP,ANKARA,18,41,14,204,0,1,0,1,11,281
6525,Nazmi Haluk ÖZDALGA,AK Parti,ANKARA,0,2,0,1,0,0,0,0,0,0
6701,Tülay SELAMOĞLU,AK Parti,ANKARA,0,3,1,19,0,0,0,0,0,0
6697,Seyit SERTÇELİK,AK Parti,ANKARA,0,2,0,1,0,0,0,0,0,0
6810,Fatih ŞAHİN,AK Parti,ANKARA,0,4,0,3,0,0,0,0,0,0
6696,Nurdan ŞANLI,AK Parti,ANKARA,0,6,0,4,0,1,0,0,5,0
6700,Emine Ülker TARHAN,CHP,ANKARA,15,16,1,9,3,4,3,3,0,30
6727,Zühal TOPCU,MHP,ANKARA,0,6,2,115,0,0,1,2,37,165
6375,Yıldırım Tuğrul TÜRKEŞ,MHP,ANKARA,0,1,0,31,0,0,0,0,0,4
6699,Özcan YENİÇERİ,MHP,ANKARA,19,23,7,164,0,0,0,2,121,977
6688,Gürkut ACAR,CHP,ANTALYA,25,51,19,386,0,1,0,4,33,270
6552,Sadık BADAK,AK Parti,ANTALYA,1,4,1,4,0,0,0,0,0,0
3377,Deniz BAYKAL,CHP,ANTALYA,0,0,0,0,0,0,0,1,0,0
6678,Arif BULUT,CHP,ANTALYA,3,15,3,114,0,0,0,3,16,32
6235,Mevlüt ÇAVUŞOĞLU,AK Parti,ANTALYA,0,3,0,1,0,0,0,0,0,0
5691,Mehmet Vecdi GÖNÜL,AK Parti,ANTALYA,0,2,0,1,0,0,0,0,0,0
6469,Mehmet GÜNAL,MHP,ANTALYA,0,22,5,170,0,0,0,0,0,29
6451,Yusuf Ziya İRBEÇ,MHP,ANTALYA,2,2,0,12,0,0,0,0,0,1
6031,Osman KAPTAN,CHP,ANTALYA,4,20,3,125,0,0,0,3,1,9
6911,Gökcen ÖZDOĞAN ENÇ,AK Parti,ANTALYA,0,7,0,9,0,0,0,0,0,0
6893,Hüseyin SAMANİ,AK Parti,ANTALYA,0,5,0,4,0,0,0,0,0,0
6919,Yıldıray SAPAN,CHP,ANTALYA,10,20,12,69,0,1,0,1,1,67
4603,Tunca TOSKAY,MHP,ANTALYA,2,4,0,50,0,1,0,1,0,56
6949,Menderes M. Tevfik TÜREL,AK Parti,ANTALYA,0,5,1,3,0,0,0,0,0,0
6687,Orhan ATALAY,AK Parti,ARDAHAN,0,1,0,4,0,0,0,0,0,0
6353,Ensar ÖĞÜT,CHP,ARDAHAN,31,41,10,42,0,0,1,5,1136,294
6909,Uğur BAYRAKTUTAN,CHP,ARTVİN,6,17,10,125,0,1,0,6,0,587
6847,İsrafil KIŞLA,AK Parti,ARTVİN,0,4,0,4,0,1,0,0,0,0
6723,Osman AYDIN,CHP,AYDIN,0,14,0,158,0,1,0,1,2,6
6839,Metin Lütfi BAYDAR,CHP,AYDIN,14,25,10,160,1,1,0,1,0,381
6603,Mehmet ERDEM,AK Parti,AYDIN,1,4,1,6,0,0,0,0,0,0
6892,Ali Gültekin KILINÇ,AK Parti,AYDIN,1,3,0,5,0,0,0,0,0,0
6164,Semiha ÖYÜŞ,AK Parti,AYDIN,0,3,1,3,0,0,0,0,0,0
6734,Bülent TEZCAN,CHP,AYDIN,6,25,14,345,0,2,0,2,2,31
5776,Ali UZUNIRMAK,MHP,AYDIN,9,16,0,174,0,1,0,1,0,18
6790,Ayşe Nedret AKOVA,CHP,BALIKESİR,10,52,12,276,0,1,0,2,3,142
6362,Ali AYDINLIOĞLU,AK Parti,BALIKESİR,0,3,0,3,0,0,0,0,0,0
6953,Tülay BABUŞCU,AK Parti,BALIKESİR,0,6,0,4,0,0,0,0,0,0
6446,Ahmet Duran BULUT,MHP,BALIKESİR,8,12,3,94,0,1,0,1,0,403
6827,Haluk Ahmet GÜMÜŞ,CHP,BALIKESİR,0,17,2,122,0,0,0,2,1,59
6762,Namık HAVUTÇA,CHP,BALIKESİR,11,47,18,456,0,0,0,6,11,152
4499,Mehmet Cemal ÖZTAYLAN,AK Parti,BALIKESİR,0,5,0,2,0,0,0,0,0,0
4255,Ahmet Edip UĞUR,AK Parti,BALIKESİR,0,1,0,1,0,0,0,0,0,0
6541,Yılmaz TUNÇ,AK Parti,BARTIN,2,12,0,6,0,1,0,0,5,0
6407,Muhammet Rıza YALÇINKAYA,CHP,BARTIN,18,25,16,65,0,1,0,4,0,40
6477,Ayla AKAT ATA,BDP,BATMAN,8,9,11,275,0,0,0,0,4,77
6730,Ziver ÖZDEMİR,AK Parti,BATMAN,0,8,0,4,0,0,0,0,0,0
6398,Mehmet ŞİMŞEK,AK Parti,BATMAN,0,1,0,0,0,0,0,0,0,0
6489,Bengi YILDIZ,BDP,BATMAN,0,0,0,0,0,0,0,0,0,1
6874,Bünyamin ÖZBEK,AK Parti,BAYBURT,0,3,0,7,0,0,0,0,0,0
5959,Fahrettin POYRAZ,AK Parti,BİLECİK,2,3,0,3,0,0,0,0,0,0
4505,Bahattin ŞEKER,MHP,BİLECİK,1,6,3,70,0,1,0,2,0,39
6972,İdris BALUKEN,BDP,BİNGÖL,11,11,61,319,0,0,0,0,2,151
6724,Eşref TAŞ,AK Parti,BİNGÖL,0,3,0,4,0,0,0,0,0,0
6577,Cevdet YILMAZ,AK Parti,BİNGÖL,0,0,0,0,0,0,0,0,0,0
6757,Vedat DEMİRÖZ,AK Parti,BİTLİS,0,4,0,5,0,0,0,0,0,0
6266,Vahit KİLER,AK Parti,BİTLİS,0,0,2,2,0,0,0,0,0,0
6956,Hüsamettin ZENDERLİOĞLU,BDP,BİTLİS,0,0,7,274,0,0,0,0,0,150
6705,Ali ERCOŞKUN,AK Parti,BOLU,2,12,0,4,0,1,0,0,6,0
6751,Fehmi KÜPÇÜ,AK Parti,BOLU,1,9,0,4,0,0,0,0,0,0
6691,Tanju ÖZCAN,CHP,BOLU,16,27,14,82,0,1,0,2,0,110
6112,Bayram ÖZÇELİK,AK Parti,BURDUR,1,2,0,0,0,0,0,0,0,0
6035,Ramazan Kerim ÖZKAN,CHP,BURDUR,6,39,15,465,0,3,0,4,0,59
6676,Hasan Hami YILDIRIM,AK Parti,BURDUR,2,8,0,5,0,0,0,0,0,0
5551,Bülent ARINÇ,AK Parti,BURSA,0,1,0,0,0,0,0,0,0,0
6842,İsmail AYDIN,AK Parti,BURSA,0,6,0,7,0,0,0,0,0,0
6444,İsmet BÜYÜKATAMAN,MHP,BURSA,2,7,2,16,0,0,0,0,200,828
6619,Canan CANDEMİR ÇELİK,AK Parti,BURSA,0,4,0,8,0,0,0,0,0,0
6843,Hakan ÇAVUŞOĞLU,AK Parti,BURSA,1,7,0,6,0,0,0,0,0,0
6773,İlhan DEMİRÖZ,CHP,BURSA,4,43,6,334,0,1,0,7,0,53
6831,Kemal EKİNCİ,CHP,BURSA,1,12,1,45,0,2,0,2,0,22
6806,Aykan ERDEMİR,CHP,BURSA,5,20,4,68,0,0,0,2,0,70
6845,Tülin ERKAL KARA,AK Parti,BURSA,0,2,0,4,0,0,0,0,0,0
6820,Sena KALELİ,CHP,BURSA,15,37,5,151,0,0,0,4,1,94
6849,Önder MATLI,AK Parti,BURSA,1,4,0,4,0,0,0,0,0,0
6431,Necati ÖZENSOY,MHP,BURSA,1,12,4,196,0,0,0,1,2,19
6844,Mustafa ÖZTÜRK,AK Parti,BURSA,0,5,0,5,0,0,0,0,0,0
6840,İsmet SU,AK Parti,BURSA,0,3,0,6,0,0,0,0,0,0
6841,Hüseyin ŞAHİN,AK Parti,BURSA,5,18,1,8,0,0,0,0,4,0
6824,Mustafa Kemal ŞERBETÇİOĞLU,AK Parti,BURSA,0,8,0,8,0,0,0,0,0,0
4522,Turhan TAYAN,CHP,BURSA,4,15,1,41,0,1,0,4,0,45
6835,Bedrettin YILDIRIM,AK Parti,BURSA,1,5,1,5,0,0,0,0,0,0
6254,Mehmet DANİŞ,AK Parti,ÇANAKKALE,0,2,0,6,0,0,0,0,0,0
6902,İsmail KAŞDEMİR,AK Parti,ÇANAKKALE,1,7,0,6,0,0,0,0,0,0
6832,Ali SARIBAŞ,CHP,ÇANAKKALE,10,40,7,402,0,1,0,1,5,49
6753,Mustafa Serdar SOYDAN,CHP,ÇANAKKALE,3,30,11,379,0,1,0,2,2,40
6653,Hüseyin FİLİZ,AK Parti,ÇANKIRI,1,8,0,4,0,0,0,0,0,0
6654,İdris ŞAHİN,AK Parti,ÇANKIRI,2,7,0,5,0,0,0,0,0,0
6387,Cahit BAĞCI,AK Parti,ÇORUM,0,4,0,5,0,0,0,0,0,0
6803,Tufan KÖSE,CHP,ÇORUM,3,11,1,70,0,0,0,2,0,24
6708,Salim USLU,AK Parti,ÇORUM,1,5,0,4,0,0,0,0,0,0
6202,Murat YILDIRIM,AK Parti,ÇORUM,0,3,0,3,0,0,0,0,0,0
6426,Emin Haluk AYHAN,MHP,DENİZLİ,5,9,3,163,0,1,0,2,0,3
6923,İlhan CİHANER,CHP,DENİZLİ,1,8,0,28,0,2,0,3,0,35
6797,Nurcan DALBUDAK,AK Parti,DENİZLİ,0,5,0,6,0,0,0,0,0,0
3658,Adnan KESKİN,CHP,DENİZLİ,2,8,0,19,0,0,0,3,0,45
6795,Bilal UÇAR,AK Parti,DENİZLİ,0,4,0,6,0,0,0,0,0,0
6601,Mehmet YÜKSEL,AK Parti,DENİZLİ,0,4,0,8,0,0,0,0,0,0
6783,Nihat ZEYBEKCİ,AK Parti,DENİZLİ,0,2,0,7,0,0,0,0,0,0
6960,Nursel AYDOĞAN,BDP,DİYARBAKIR,3,4,11,273,0,0,0,0,1,70
6549,Emine AYNA,BDP,DİYARBAKIR,5,6,4,272,0,0,0,0,2,113
6123,Mehmet Mehdi EKER,AK Parti,DİYARBAKIR,0,1,0,0,0,0,0,0,0,0
6946,Mehmet Galip ENSARİOĞLU,AK Parti,DİYARBAKIR,0,3,0,2,0,0,0,0,0,0
6939,Oya ERONAT,AK Parti,DİYARBAKIR,0,8,0,14,0,0,0,0,0,0
6944,Mehmet Süleyman HAMZAOĞULLARI,AK Parti,DİYARBAKIR,1,4,0,10,0,0,0,0,0,0
6935,Cuma İÇTEN,AK Parti,DİYARBAKIR,0,5,1,4,0,1,0,0,0,0
6940,Mine LÖK BEYAZ,AK Parti,DİYARBAKIR,0,6,0,4,0,0,0,0,0,0
6959,Altan TAN,BDP,DİYARBAKIR,15,15,30,275,0,0,0,0,0,529
4537,Leyla ZANA,BAĞIMSIZ,DİYARBAKIR,0,1,0,57,0,0,0,0,0,1
6878,Fevai ARSLAN,AK Parti,DÜZCE,0,2,0,2,0,1,0,0,0,0
6813,Osman ÇAKIR,AK Parti,DÜZCE,0,2,0,3,0,0,0,0,0,0
6815,İbrahim KORKMAZ,AK Parti,DÜZCE,0,2,0,4,0,0,0,0,0,0
6755,Kemal DEĞİRMENDERELİ,CHP,EDİRNE,0,11,1,53,0,0,0,1,0,16
6743,Recep GÜRKAN,CHP,EDİRNE,3,14,0,203,0,2,0,2,0,41
6491,Mehmet MÜEZZİNOĞLU,AK Parti,EDİRNE,0,1,0,4,0,0,0,0,0,0
6729,Şuay ALPAY,AK Parti,ELAZIĞ,1,10,0,9,0,0,0,0,0,0
6761,Sermin BALIK,AK Parti,ELAZIĞ,0,3,0,3,0,0,0,0,0,0
6097,Zülfü DEMİRBAĞ,AK Parti,ELAZIĞ,0,5,0,13,0,0,0,0,0,0
6821,Enver ERDEM,MHP,ELAZIĞ,0,14,16,227,0,1,0,2,0,28
6453,Faruk SEPTİOĞLU,AK Parti,ELAZIĞ,0,3,0,2,0,0,0,0,0,0
6659,Muharrem IŞIK,CHP,ERZİNCAN,9,32,25,247,0,1,0,5,0,99
5821,Sebahattin KARAKELLE,AK Parti,ERZİNCAN,0,2,0,3,0,0,0,0,0,0
6331,Recep AKDAĞ,AK Parti,ERZURUM,0,1,0,0,0,0,0,0,0,0
6576,Muhyettin AKSAK,AK Parti,ERZURUM,0,4,0,4,0,0,0,0,0,0
6496,Fazilet DAĞCI ÇIĞLIK,AK Parti,ERZURUM,0,4,0,4,0,0,0,0,0,0
4548,Oktay ÖZTÜRK,MHP,ERZURUM,3,7,1,158,0,1,0,2,8,28
6728,Cengiz YAVİLİOĞLU,AK Parti,ERZURUM,1,5,0,4,0,0,0,0,0,0
6750,Adnan YILMAZ,AK Parti,ERZURUM,0,6,0,4,0,0,0,0,0,0
6804,Nabi AVCI,AK Parti,ESKİŞEHİR,0,1,0,0,0,0,0,0,0,0
6808,Bedii Süheyl BATUM,CHP,ESKİŞEHİR,1,12,1,39,0,1,0,3,0,8
6818,Ülker CAN,AK Parti,ESKİŞEHİR,0,3,0,4,0,0,0,0,0,0
6722,Ruhsar DEMİREL,MHP,ESKİŞEHİR,17,26,12,67,0,0,0,0,0,356
6817,Salih KOCA,AK Parti,ESKİŞEHİR,0,5,0,2,0,0,0,0,5,0
6713,Kazım KURT,CHP,ESKİŞEHİR,23,34,3,162,0,1,0,4,11,213
6766,Derya BAKBAK,AK Parti,GAZİANTEP,0,3,0,5,0,0,0,0,0,0
5800,Hüseyin ÇELİK,AK Parti,GAZİANTEP,0,2,0,1,0,0,0,0,0,0
6506,Mehmet ERDOĞAN,AK Parti,GAZİANTEP,1,3,1,6,0,0,0,0,0,0
6763,Abdullah Nejat KOÇER,AK Parti,GAZİANTEP,0,6,0,4,0,0,0,0,0,0
6498,İbrahim Halil MAZICIOĞLU,AK Parti,GAZİANTEP,0,3,0,3,0,0,0,0,0,0
6264,Mehmet SARI,AK Parti,GAZİANTEP,0,6,0,4,0,0,0,0,0,0
6679,Ali SERİNDAĞ,CHP,GAZİANTEP,4,33,0,310,0,1,0,6,0,26
6770,Ali ŞAHİN,AK Parti,GAZİANTEP,0,3,0,9,0,0,0,0,0,0
6159,Fatma ŞAHİN,AK Parti,GAZİANTEP,0,1,0,0,0,0,0,0,0,0
6764,Mehmet ŞEKER,CHP,GAZİANTEP,8,35,7,439,0,1,0,3,15,96
6776,Şamil TAYYAR,AK Parti,GAZİANTEP,0,4,0,4,0,0,0,0,0,0
6726,Edip Semih YALÇIN,MHP,GAZİANTEP,0,4,0,29,0,0,0,0,1,22
5943,Nurettin CANİKLİ,AK Parti,GİRESUN,10,11,2,3,1,1,0,0,0,0
6735,Mehmet GELDİ,AK Parti,GİRESUN,0,5,0,5,0,0,0,0,0,0
6829,Selahattin KARAAHMETOĞLU,CHP,GİRESUN,3,25,6,222,0,0,0,5,25,138
5946,Adem TATLI,AK Parti,GİRESUN,0,3,0,3,0,0,0,0,5,0
6593,Kemalettin AYDIN,AK Parti,GÜMÜŞHANE,0,6,0,19,0,0,0,0,0,0
6869,Feramuz ÜSTÜN,AK Parti,GÜMÜŞHANE,0,4,0,2,0,0,0,0,0,0
4561,Esat CANAN,BDP,HAKKARİ,0,0,0,275,0,0,0,0,0,0
6482,Selahattin DEMİRTAŞ,BDP,HAKKARİ,0,0,0,0,0,0,0,0,0,0
6969,Adil ZOZANİ,BDP,HAKKARİ,3,4,10,277,0,0,0,0,0,32
6784,Hasan AKGÖL,CHP,HATAY,1,18,2,223,0,2,0,3,0,45
6673,Adnan Şefik ÇİRKİN,MHP,HATAY,16,21,5,92,0,0,0,0,0,110
6926,Mevlüt DUDU,CHP,HATAY,5,18,7,224,0,1,0,3,2,113
6669,Mehmet Ali EDİBOĞLU,CHP,HATAY,10,38,9,361,0,1,0,4,1,115
6013,Sadullah ERGİN,AK Parti,HATAY,0,2,0,0,0,0,0,0,0,0
6925,Refik ERYILMAZ,CHP,HATAY,3,9,4,61,0,1,0,4,0,29
6604,Orhan KARASAYAR,AK Parti,HATAY,0,5,0,15,0,0,0,0,0,0
6731,Mehmet ÖNTÜRK,AK Parti,HATAY,0,6,0,11,0,0,0,0,0,0
6736,Hacı Bayram TÜRKOĞLU,AK Parti,HATAY,0,10,0,4,0,0,0,0,0,0
6932,Adem YEŞİLDAL,AK Parti,HATAY,0,5,0,4,0,0,0,0,0,0
6475,Pervin BULDAN,BDP,IĞDIR,9,9,62,337,1,1,4,4,0,174
6772,Sinan OĞAN,MHP,IĞDIR,5,14,9,129,0,0,0,0,28,156
6378,Süreyya Sadi BİLGİÇ,AK Parti,ISPARTA,2,5,0,4,0,0,0,0,0,0
6427,Süleyman Nevzat KORKMAZ,MHP,ISPARTA,1,8,6,147,0,1,0,1,0,40
6851,Ali Haydar ÖNER,CHP,ISPARTA,6,25,0,229,0,1,0,1,0,2
6089,Recep ÖZEL,AK Parti,ISPARTA,1,12,0,8,0,1,0,0,5,0
5687,Celal ADAN,MHP,İSTANBUL,1,8,1,229,0,1,0,0,0,25
6942,Sabahat AKKİRAY,CHP,İSTANBUL,2,10,0,41,0,0,0,1,0,35
4279,Abdülkadir AKSU,AK Parti,İSTANBUL,0,3,0,0,0,0,0,0,0,0
5460,Meral AKŞENER,MHP,İSTANBUL,2,3,0,31,0,0,0,0,0,0
6951,Engin ALAN,MHP,İSTANBUL,0,0,0,0,0,0,0,0,0,0
6228,Ferit Mevlüt ASLANOĞLU,CHP,İSTANBUL,11,25,49,145,0,4,0,3,48,8
6168,Mustafa ATAŞ,AK Parti,İSTANBUL,0,2,0,9,0,1,0,0,5,0
5709,Aydın Ağan AYAYDIN,CHP,İSTANBUL,10,19,9,44,0,0,0,2,0,18
6025,Egemen BAĞIŞ,AK Parti,İSTANBUL,0,1,0,0,0,0,0,0,0,0
6628,Ayşe Nur BAHÇEKAPILI,AK Parti,İSTANBUL,7,8,0,3,0,1,0,0,0,0
6848,Osman Aşkın BAK,AK Parti,İSTANBUL,0,5,1,6,0,0,0,0,0,0
6819,İhsan BARUTÇU,BAĞIMSIZ,İSTANBUL,0,1,0,1,0,0,0,0,0,29
6209,Nimet BAŞ,AK Parti,İSTANBUL,0,0,0,0,0,0,0,0,0,0
4362,Murat BAŞESGİOĞLU,MHP,İSTANBUL,0,2,0,83,0,1,0,0,0,0
6896,Osman BOYRAZ,AK Parti,İSTANBUL,0,4,0,11,0,1,0,0,0,0
6871,Volkan BOZKIR,AK Parti,İSTANBUL,0,2,0,1,0,0,0,0,0,0
6785,Hüseyin BÜRGE,AK Parti,İSTANBUL,1,4,0,3,0,0,0,0,0,0
6742,Ercan CENGİZ,CHP,İSTANBUL,3,13,0,40,0,1,0,1,0,4
6767,Süleyman ÇELEBİ,CHP,İSTANBUL,9,24,6,107,0,1,0,3,35,52
6899,Muhammed ÇETİN,AK Parti,İSTANBUL,0,3,0,1,0,0,0,0,0,0
6897,Ahmet Berat ÇONKAR,AK Parti,İSTANBUL,0,4,0,7,0,0,0,0,0,0
6759,Türkan DAĞOĞLU,AK Parti,İSTANBUL,1,6,0,6,0,0,0,0,0,0
6947,Gülay DALYAN,AK Parti,İSTANBUL,0,2,0,7,0,0,0,0,0,0
6921,Ayşe Eser DANIŞOĞLU,CHP,İSTANBUL,3,14,2,40,0,0,0,2,0,17
6624,Alev DEDEGİL,AK Parti,İSTANBUL,0,3,0,4,0,0,0,0,0,0
6812,Celal DİNÇER,CHP,İSTANBUL,24,65,24,342,0,1,0,5,30,108
6610,Ömer DİNÇER,AK Parti,İSTANBUL,0,0,0,0,0,0,0,0,0,0
6383,Mehmet DOMAÇ,AK Parti,İSTANBUL,1,6,0,4,0,0,0,0,0,0
4840,Osman Oktay EKŞİ,CHP,İSTANBUL,13,20,1,39,0,1,0,3,2,160
5471,Ekrem ERDEM,AK Parti,İSTANBUL,0,1,0,0,0,0,0,0,0,0
6371,Recep Tayyip ERDOĞAN,AK Parti,İSTANBUL,2,2,0,0,0,0,0,0,0,0
6748,Aykut ERDOĞDU,CHP,İSTANBUL,0,17,4,71,0,0,1,4,0,66
6174,Gürsoy EROL,AK Parti,İSTANBUL,0,3,0,3,0,0,0,0,0,0
6936,Ahmet Haldun ERTÜRK,AK Parti,İSTANBUL,0,4,0,5,0,0,0,0,0,0
6756,Haluk EYİDOĞAN,CHP,İSTANBUL,0,29,0,280,0,0,0,3,1,44
6408,İdris GÜLLÜCE,AK Parti,İSTANBUL,0,4,0,4,0,0,0,0,0,0
6069,Mehmet Akif HAMZAÇEBİ,CHP,İSTANBUL,22,23,4,6,3,3,2,2,0,39
6336,Halide İNCEKARA,AK Parti,İSTANBUL,0,2,1,2,0,0,0,0,0,0
6167,Ünal KACIR,AK Parti,İSTANBUL,0,2,0,4,0,0,0,0,0,0
6915,Harun KARACA,AK Parti,İSTANBUL,0,4,0,6,0,0,0,0,0,0
6495,Atila KAYA,MHP,İSTANBUL,5,10,0,127,0,1,0,2,0,38
6883,Erol KAYA,AK Parti,İSTANBUL,0,2,0,7,0,0,0,0,0,2
6910,Tülay KAYNARCA,AK Parti,İSTANBUL,0,7,0,8,0,0,0,0,0,0
5982,Kemal KILIÇDAROĞLU,CHP,İSTANBUL,0,0,0,0,0,0,0,0,0,0
6379,Feyzullah KIYIKLIK,AK Parti,İSTANBUL,0,2,0,2,0,0,0,0,0,0
6858,Osman Taney KORUTÜRK,CHP,İSTANBUL,1,20,0,43,0,0,0,5,0,19
6799,Mehmet Doğan KUBAT,AK Parti,İSTANBUL,2,10,0,7,0,0,0,0,5,0
6274,Burhan KUZU,AK Parti,İSTANBUL,0,1,0,1,0,0,0,0,0,0
6885,Sedef KÜÇÜK,CHP,İSTANBUL,6,27,6,192,0,1,0,4,0,26
6777,Metin KÜLÜNK,AK Parti,İSTANBUL,1,3,0,4,0,0,0,0,0,0
6870,Muhammet Bilal MACİT,AK Parti,İSTANBUL,0,4,0,6,0,0,0,0,0,0
6775,Mehmet MUŞ,AK Parti,İSTANBUL,0,3,0,6,0,0,0,0,0,0
6918,Nureddin NEBATİ,AK Parti,İSTANBUL,0,4,0,3,0,0,0,0,0,0
6864,Melda ONUR,CHP,İSTANBUL,1,19,5,61,0,0,0,2,0,53
6800,Umut ORAN,CHP,İSTANBUL,19,26,14,65,0,0,0,1,11,477
6929,Kadir Gökmen ÖĞÜT,CHP,İSTANBUL,1,30,7,450,0,4,0,1,11,81
6903,Ahmet Baha ÖĞÜTKEN,AK Parti,İSTANBUL,0,7,0,8,0,0,0,0,0,0
