MVNO,MVNAME,MVPARTY,MVCITY,MV_ILK_KANUN,MV_KANUN,MV_ILK_MAO,MV_MAO,MV_ILK_GGO,MV_GGO,MV_ILK_GO,MV_GO,MV_SSO,MV_YSO
6696,Nurdan ŞANLI,AK Parti,ANKARA,0,3,0,2,0,1,0,0,5,0
6700,Emine Ülker TARHAN,CHP,ANKARA,14,15,1,9,0,3,1,3,0,26
6727,Zühal TOPCU,MHP,ANKARA,0,5,0,103,0,0,1,2,37,110
6375,Yıldırım Tuğrul TÜRKEŞ,MHP,ANKARA,0,1,0,28,0,0,0,0,0,4
6699,Özcan YENİÇERİ,MHP,ANKARA,17,20,6,145,0,0,0,2,35,272
6688,Gürkut ACAR,CHP,ANTALYA,17,39,9,270,0,1,0,4,30,219
6552,Sadık BADAK,AK Parti,ANTALYA,1,3,1,2,0,0,0,0,0,0
3377,Deniz BAYKAL,CHP,ANTALYA,0,0,0,0,0,0,0,1,0,0
6678,Arif BULUT,CHP,ANTALYA,1,12,1,89,0,0,0,3,13,22
6235,Mevlüt ÇAVUŞOĞLU,AK Parti,ANTALYA,0,1,0,0,0,0,0,0,0,0
5691,Mehmet Vecdi GÖNÜL,AK Parti,ANTALYA,0,2,0,0,0,0,0,0,0,0
6469,Mehmet GÜNAL,MHP,ANTALYA,0,20,2,142,0,0,0,0,0,21
6451,Yusuf Ziya İRBEÇ,MHP,ANTALYA,2,2,0,1,0,0,0,0,0,0
6031,Osman KAPTAN,CHP,ANTALYA,2,17,2,67,0,0,0,3,1,7
6911,Gökcen ÖZDOĞAN ENÇ,AK Parti,ANTALYA,0,4,0,4,0,0,0,0,0,0
6893,Hüseyin SAMANİ,AK Parti,ANTALYA,0,2,0,1,0,0,0,0,0,0
6919,Yıldıray SAPAN,CHP,ANTALYA,6,15,6,54,0,1,0,0,1,39
4603,Tunca TOSKAY,MHP,ANTALYA,1,2,0,24,0,1,0,1,0,56
6949,Menderes M. Tevfik TÜREL,AK Parti,ANTALYA,0,3,1,2,0,0,0,0,0,0
6687,Orhan ATALAY,AK Parti,ARDAHAN,0,1,0,1,0,0,0,0,0,0
6353,Ensar ÖĞÜT,CHP,ARDAHAN,30,39,10,34,0,0,1,4,770,258
6909,Uğur BAYRAKTUTAN,CHP,ARTVİN,3,12,4,59,0,0,0,5,0,344
6847,İsrafil KIŞLA,AK Parti,ARTVİN,0,2,0,1,0,1,0,0,0,0
6723,Osman AYDIN,CHP,AYDIN,0,13,0,98,0,1,0,1,2,3
6839,Metin Lütfi BAYDAR,CHP,AYDIN,13,23,8,124,1,1,0,0,0,255
6603,Mehmet ERDEM,AK Parti,AYDIN,0,1,1,5,0,0,0,0,0,0
6892,Ali Gültekin KILINÇ,AK Parti,AYDIN,0,1,0,4,0,0,0,0,0,0
6164,Semiha ÖYÜŞ,AK Parti,AYDIN,0,1,1,2,0,0,0,0,0,0
6734,Bülent TEZCAN,CHP,AYDIN,6,23,14,269,0,2,0,2,2,29
5776,Ali UZUNIRMAK,MHP,AYDIN,9,15,0,159,0,1,0,1,0,14
6790,Ayşe Nedret AKOVA,CHP,BALIKESİR,7,49,6,197,0,1,0,2,3,88
6362,Ali AYDINLIOĞLU,AK Parti,BALIKESİR,0,2,0,2,0,0,0,0,0,0
6953,Tülay BABUŞCU,AK Parti,BALIKESİR,0,2,0,3,0,0,0,0,0,0
6446,Ahmet Duran BULUT,MHP,BALIKESİR,3,7,3,79,0,1,0,1,0,292
6827,Haluk Ahmet GÜMÜŞ,CHP,BALIKESİR,0,15,0,74,0,0,0,1,1,37
6762,Namık HAVUTÇA,CHP,BALIKESİR,10,38,14,286,0,0,0,5,11,106
4499,Mehmet Cemal ÖZTAYLAN,AK Parti,BALIKESİR,0,2,0,0,0,0,0,0,0,0
4255,Ahmet Edip UĞUR,AK Parti,BALIKESİR,0,1,0,1,0,0,0,0,0,0
6541,Yılmaz TUNÇ,AK Parti,BARTIN,2,5,0,1,0,1,0,0,5,0
6407,Muhammet Rıza YALÇINKAYA,CHP,BARTIN,18,24,13,48,0,1,0,3,0,34
6477,Ayla AKAT ATA,BDP,BATMAN,1,1,6,178,0,0,0,0,0,41
6730,Ziver ÖZDEMİR,AK Parti,BATMAN,0,5,0,2,0,0,0,0,0,0
6398,Mehmet ŞİMŞEK,AK Parti,BATMAN,0,1,0,0,0,0,0,0,0,0
6489,Bengi YILDIZ,BDP,BATMAN,0,0,0,0,0,0,0,0,0,0
6874,Bünyamin ÖZBEK,AK Parti,BAYBURT,0,3,0,5,0,0,0,0,0,0
5959,Fahrettin POYRAZ,AK Parti,BİLECİK,1,2,0,2,0,0,0,0,0,0
4505,Bahattin ŞEKER,MHP,BİLECİK,1,5,3,62,0,1,0,2,0,31
6972,İdris BALUKEN,BDP,BİNGÖL,8,8,27,190,0,0,0,0,2,89
6724,Eşref TAŞ,AK Parti,BİNGÖL,0,3,0,1,0,0,0,0,0,0
6577,Cevdet YILMAZ,AK Parti,BİNGÖL,0,0,0,0,0,0,0,0,0,0
6757,Vedat DEMİRÖZ,AK Parti,BİTLİS,0,4,0,1,0,0,0,0,0,0
6266,Vahit KİLER,AK Parti,BİTLİS,0,0,2,2,0,0,0,0,0,0
6956,Hüsamettin ZENDERLİOĞLU,BDP,BİTLİS,0,0,5,177,0,0,0,0,0,101
6705,Ali ERCOŞKUN,AK Parti,BOLU,2,9,0,1,0,1,0,0,6,0
6751,Fehmi KÜPÇÜ,AK Parti,BOLU,1,8,0,2,0,0,0,0,0,0
6691,Tanju ÖZCAN,CHP,BOLU,16,27,12,59,0,1,0,2,0,97
6112,Bayram ÖZÇELİK,AK Parti,BURDUR,0,1,0,0,0,0,0,0,0,0
6035,Ramazan Kerim ÖZKAN,CHP,BURDUR,4,32,14,339,0,2,0,3,0,55
6676,Hasan Hami YILDIRIM,AK Parti,BURDUR,0,2,0,2,0,0,0,0,0,0
5551,Bülent ARINÇ,AK Parti,BURSA,0,1,0,0,0,0,0,0,0,0
6842,İsmail AYDIN,AK Parti,BURSA,0,3,0,3,0,0,0,0,0,0
6444,İsmet BÜYÜKATAMAN,MHP,BURSA,1,6,2,12,0,0,0,0,1,389
6619,Canan CANDEMİR ÇELİK,AK Parti,BURSA,0,2,0,9,0,0,0,0,0,0
6843,Hakan ÇAVUŞOĞLU,AK Parti,BURSA,0,3,0,1,0,0,0,0,0,0
6773,İlhan DEMİRÖZ,CHP,BURSA,2,39,6,207,0,1,0,6,0,32
6831,Kemal EKİNCİ,CHP,BURSA,1,12,1,31,0,1,0,2,0,12
6806,Aykan ERDEMİR,CHP,BURSA,2,15,2,53,0,0,0,1,0,43
6845,Tülin ERKAL KARA,AK Parti,BURSA,0,2,0,2,0,0,0,0,0,0
6820,Sena KALELİ,CHP,BURSA,11,30,3,107,0,0,0,4,1,75
6849,Önder MATLI,AK Parti,BURSA,0,2,0,2,0,0,0,0,0,0
6431,Necati ÖZENSOY,MHP,BURSA,1,10,3,163,0,0,0,1,2,15
6844,Mustafa ÖZTÜRK,AK Parti,BURSA,0,3,0,2,0,0,0,0,0,0
6840,İsmet SU,AK Parti,BURSA,0,2,0,3,0,0,0,0,0,0
6841,Hüseyin ŞAHİN,AK Parti,BURSA,4,10,0,5,0,0,0,0,4,0
6824,Mustafa Kemal ŞERBETÇİOĞLU,AK Parti,BURSA,0,3,0,3,0,0,0,0,0,0
4522,Turhan TAYAN,CHP,BURSA,4,15,1,25,0,1,0,3,0,37
6835,Bedrettin YILDIRIM,AK Parti,BURSA,0,2,1,2,0,0,0,0,0,0
6254,Mehmet DANİŞ,AK Parti,ÇANAKKALE,0,2,0,5,0,0,0,0,0,0
6902,İsmail KAŞDEMİR,AK Parti,ÇANAKKALE,1,6,0,2,0,0,0,0,0,0
6832,Ali SARIBAŞ,CHP,ÇANAKKALE,6,32,4,239,0,1,0,1,5,37
6753,Mustafa Serdar SOYDAN,CHP,ÇANAKKALE,1,27,4,232,0,1,0,2,2,28
6653,Hüseyin FİLİZ,AK Parti,ÇANKIRI,1,4,0,0,0,0,0,0,0,0
6654,İdris ŞAHİN,AK Parti,ÇANKIRI,1,6,0,2,0,0,0,0,0,0
6387,Cahit BAĞCI,AK Parti,ÇORUM,0,2,0,3,0,0,0,0,0,0
6803,Tufan KÖSE,CHP,ÇORUM,3,10,0,60,0,0,0,2,0,4
6708,Salim USLU,AK Parti,ÇORUM,1,4,0,2,0,0,0,0,0,0
6202,Murat YILDIRIM,AK Parti,ÇORUM,0,2,0,1,0,0,0,0,0,0
6426,Emin Haluk AYHAN,MHP,DENİZLİ,3,6,2,138,0,1,0,2,0,1
6923,İlhan CİHANER,CHP,DENİZLİ,1,8,0,14,0,1,0,2,0,22
6797,Nurcan DALBUDAK,AK Parti,DENİZLİ,0,2,0,3,0,0,0,0,0,0
3658,Adnan KESKİN,CHP,DENİZLİ,2,8,0,19,0,0,0,3,0,40
6795,Bilal UÇAR,AK Parti,DENİZLİ,0,2,0,4,0,0,0,0,0,0
6601,Mehmet YÜKSEL,AK Parti,DENİZLİ,0,2,0,5,0,0,0,0,0,0
6783,Nihat ZEYBEKCİ,AK Parti,DENİZLİ,0,2,0,4,0,0,0,0,0,0
6960,Nursel AYDOĞAN,BDP,DİYARBAKIR,1,1,6,177,0,0,0,0,1,44
6549,Emine AYNA,BDP,DİYARBAKIR,3,3,2,177,0,0,0,0,1,62
6123,Mehmet Mehdi EKER,AK Parti,DİYARBAKIR,0,1,0,0,0,0,0,0,0,0
3769,Şerafettin ELÇİ,KADEP,DİYARBAKIR,0,0,0,0,0,0,0,0,0,0
6946,Mehmet Galip ENSARİOĞLU,AK Parti,DİYARBAKIR,0,3,0,1,0,0,0,0,0,0
6939,Oya ERONAT,AK Parti,DİYARBAKIR,0,5,0,11,0,0,0,0,0,0
6944,Mehmet Süleyman HAMZAOĞULLARI,AK Parti,DİYARBAKIR,0,1,0,9,0,0,0,0,0,0
6935,Cuma İÇTEN,AK Parti,DİYARBAKIR,0,4,1,3,0,1,0,0,0,0
6940,Mine LÖK BEYAZ,AK Parti,DİYARBAKIR,0,3,0,2,0,0,0,0,0,0
6959,Altan TAN,BDP,DİYARBAKIR,8,8,17,178,0,0,0,0,0,397
4537,Leyla ZANA,BAĞIMSIZ,DİYARBAKIR,0,0,0,56,0,0,0,0,0,1
6878,Fevai ARSLAN,AK Parti,DÜZCE,0,1,0,0,0,1,0,0,0,0
6813,Osman ÇAKIR,AK Parti,DÜZCE,0,2,0,1,0,0,0,0,0,0
6815,İbrahim KORKMAZ,AK Parti,DÜZCE,0,1,0,3,0,0,0,0,0,0
6755,Kemal DEĞİRMENDERELİ,CHP,EDİRNE,0,11,1,44,0,0,0,1,0,13
6743,Recep GÜRKAN,CHP,EDİRNE,2,12,0,128,0,1,0,2,0,29
6491,Mehmet MÜEZZİNOĞLU,AK Parti,EDİRNE,0,1,0,3,0,0,0,0,0,0
6729,Şuay ALPAY,AK Parti,ELAZIĞ,1,6,0,5,0,0,0,0,0,0
6761,Sermin BALIK,AK Parti,ELAZIĞ,0,2,0,1,0,0,0,0,0,0
6097,Zülfü DEMİRBAĞ,AK Parti,ELAZIĞ,0,3,0,10,0,0,0,0,0,0
6821,Enver ERDEM,MHP,ELAZIĞ,0,10,13,200,0,1,0,2,0,25
6453,Faruk SEPTİOĞLU,AK Parti,ELAZIĞ,0,3,0,0,0,0,0,0,0,0
6659,Muharrem IŞIK,CHP,ERZİNCAN,7,26,11,149,0,1,0,3,0,82
5821,Sebahattin KARAKELLE,AK Parti,ERZİNCAN,0,2,0,0,0,0,0,0,0,0
6331,Recep AKDAĞ,AK Parti,ERZURUM,0,1,0,0,0,0,0,0,0,0
6576,Muhyettin AKSAK,AK Parti,ERZURUM,0,2,0,1,0,0,0,0,0,0
6496,Fazilet DAĞCI ÇIĞLIK,AK Parti,ERZURUM,0,3,0,2,0,0,0,0,0,0
4548,Oktay ÖZTÜRK,MHP,ERZURUM,1,5,1,151,0,1,0,2,0,24
6728,Cengiz YAVİLİOĞLU,AK Parti,ERZURUM,1,4,0,0,0,0,0,0,0,0
6750,Adnan YILMAZ,AK Parti,ERZURUM,0,3,0,0,0,0,0,0,0,0
6804,Nabi AVCI,AK Parti,ESKİŞEHİR,0,1,0,0,0,0,0,0,0,0
6808,Bedii Süheyl BATUM,CHP,ESKİŞEHİR,0,10,1,34,0,0,0,3,0,5
6818,Ülker CAN,AK Parti,ESKİŞEHİR,0,3,0,2,0,0,0,0,0,0
6722,Ruhsar DEMİREL,MHP,ESKİŞEHİR,8,16,9,59,0,0,0,0,0,272
6817,Salih KOCA,AK Parti,ESKİŞEHİR,0,4,0,1,0,0,0,0,5,0
6713,Kazım KURT,CHP,ESKİŞEHİR,14,24,3,136,0,1,0,3,11,138
6766,Derya BAKBAK,AK Parti,GAZİANTEP,0,3,0,1,0,0,0,0,0,0
5800,Hüseyin ÇELİK,AK Parti,GAZİANTEP,0,2,0,0,0,0,0,0,0,0
6506,Mehmet ERDOĞAN,AK Parti,GAZİANTEP,1,2,1,4,0,0,0,0,0,0
6763,Abdullah Nejat KOÇER,AK Parti,GAZİANTEP,0,4,0,1,0,0,0,0,0,0
6498,İbrahim Halil MAZICIOĞLU,AK Parti,GAZİANTEP,0,3,0,1,0,0,0,0,0,0
6264,Mehmet SARI,AK Parti,GAZİANTEP,0,4,0,2,0,0,0,0,0,0
6679,Ali SERİNDAĞ,CHP,GAZİANTEP,4,31,0,240,0,1,0,5,0,19
6770,Ali ŞAHİN,AK Parti,GAZİANTEP,0,2,0,3,0,0,0,0,0,0
6159,Fatma ŞAHİN,AK Parti,GAZİANTEP,0,1,0,0,0,0,0,0,0,0
6764,Mehmet ŞEKER,CHP,GAZİANTEP,7,30,4,303,0,1,0,3,15,71
6776,Şamil TAYYAR,AK Parti,GAZİANTEP,0,2,0,2,0,0,0,0,0,0
6726,Edip Semih YALÇIN,MHP,GAZİANTEP,0,3,0,24,0,0,0,0,1,16
5943,Nurettin CANİKLİ,AK Parti,GİRESUN,8,9,1,1,1,1,0,0,0,0
6735,Mehmet GELDİ,AK Parti,GİRESUN,0,2,0,0,0,0,0,0,0,0
6829,Selahattin KARAAHMETOĞLU,CHP,GİRESUN,2,20,3,125,0,0,0,4,25,87
5946,Adem TATLI,AK Parti,GİRESUN,0,2,0,0,0,0,0,0,5,0
6593,Kemalettin AYDIN,AK Parti,GÜMÜŞHANE,0,5,0,15,0,0,0,0,0,0
6869,Feramuz ÜSTÜN,AK Parti,GÜMÜŞHANE,0,3,0,1,0,0,0,0,0,0
4561,Esat CANAN,BDP,HAKKARİ,0,0,0,178,0,0,0,0,0,0
6482,Selahattin DEMİRTAŞ,BDP,HAKKARİ,0,0,0,0,0,0,0,0,0,0
6969,Adil KURT,BDP,HAKKARİ,2,3,9,180,0,0,0,0,0,25
6784,Hasan AKGÖL,CHP,HATAY,0,16,2,157,0,1,0,2,0,37
6673,Adnan Şefik ÇİRKİN,MHP,HATAY,13,17,5,79,0,0,0,0,0,93
6926,Mevlüt DUDU,CHP,HATAY,2,13,4,112,0,1,0,2,1,79
6669,Mehmet Ali EDİBOĞLU,CHP,HATAY,5,33,6,281,0,1,0,3,1,99
6013,Sadullah ERGİN,AK Parti,HATAY,0,2,0,0,0,0,0,0,0,0
6925,Refik ERYILMAZ,CHP,HATAY,3,8,2,39,0,1,0,2,0,21
6604,Orhan KARASAYAR,AK Parti,HATAY,0,3,0,12,0,0,0,0,0,0
6731,Mehmet ÖNTÜRK,AK Parti,HATAY,0,3,0,8,0,0,0,0,0,0
6736,Hacı Bayram TÜRKOĞLU,AK Parti,HATAY,0,5,0,1,0,0,0,0,0,2
6932,Adem YEŞİLDAL,AK Parti,HATAY,0,2,0,1,0,0,0,0,0,0
6475,Pervin BULDAN,BDP,IĞDIR,6,6,38,222,1,1,4,4,0,117
6772,Sinan OĞAN,MHP,IĞDIR,5,10,9,108,0,0,0,0,28,97
6378,Süreyya Sadi BİLGİÇ,AK Parti,ISPARTA,1,3,0,1,0,0,0,0,0,0
6427,Süleyman Nevzat KORKMAZ,MHP,ISPARTA,0,7,6,121,0,1,0,1,0,20
6851,Ali Haydar ÖNER,CHP,ISPARTA,5,22,0,138,0,1,0,1,0,1
6089,Recep ÖZEL,AK Parti,ISPARTA,1,6,0,5,0,1,0,0,5,0
5687,Celal ADAN,MHP,İSTANBUL,1,6,1,212,0,1,0,0,0,21
6942,Sabahat AKKİRAY,CHP,İSTANBUL,2,10,0,32,0,0,0,1,0,32
4279,Abdülkadir AKSU,AK Parti,İSTANBUL,0,3,0,0,0,0,0,0,0,0
5460,Meral AKŞENER,MHP,İSTANBUL,1,2,0,19,0,0,0,0,0,0
6951,Engin ALAN,MHP,İSTANBUL,0,0,0,0,0,0,0,0,0,0
6228,Ferit Mevlüt ASLANOĞLU,CHP,İSTANBUL,8,22,45,118,0,3,0,2,47,7
6168,Mustafa ATAŞ,AK Parti,İSTANBUL,0,2,0,5,0,1,0,0,5,0
5709,Aydın Ağan AYAYDIN,CHP,İSTANBUL,5,13,5,27,0,0,0,2,0,15
6025,Egemen BAĞIŞ,AK Parti,İSTANBUL,0,1,0,0,0,0,0,0,0,0
6628,Ayşe Nur BAHÇEKAPILI,AK Parti,İSTANBUL,5,6,0,1,0,1,0,0,0,0
6848,Osman Aşkın BAK,AK Parti,İSTANBUL,0,2,0,4,0,0,0,0,0,0
6819,İhsan BARUTÇU,BAĞIMSIZ,İSTANBUL,0,1,0,0,0,0,0,0,0,26
6209,Nimet BAŞ,AK Parti,İSTANBUL,0,0,0,0,0,0,0,0,0,0
4362,Murat BAŞESGİOĞLU,MHP,İSTANBUL,0,2,0,64,0,1,0,0,0,0
6896,Osman BOYRAZ,AK Parti,İSTANBUL,0,2,0,5,0,1,0,0,0,0
6871,Volkan BOZKIR,AK Parti,İSTANBUL,0,1,0,0,0,0,0,0,0,0
6785,Hüseyin BÜRGE,AK Parti,İSTANBUL,0,2,0,1,0,0,0,0,0,0
6742,Ercan CENGİZ,CHP,İSTANBUL,1,11,0,20,0,0,0,0,0,3
6767,Süleyman ÇELEBİ,CHP,İSTANBUL,4,18,2,63,0,0,0,2,35,39
6899,Muhammed ÇETİN,AK Parti,İSTANBUL,0,2,0,0,0,0,0,0,0,0
6897,Ahmet Berat ÇONKAR,AK Parti,İSTANBUL,0,1,0,4,0,0,0,0,0,0
6759,Türkan DAĞOĞLU,AK Parti,İSTANBUL,1,4,0,2,0,0,0,0,0,0
6947,Gülay DALYAN,AK Parti,İSTANBUL,0,1,0,4,0,0,0,0,0,0
6921,Ayşe Eser DANIŞOĞLU,CHP,İSTANBUL,3,13,2,29,0,0,0,1,0,10
6624,Alev DEDEGİL,AK Parti,İSTANBUL,0,2,0,2,0,0,0,0,0,0
6812,Celal DİNÇER,CHP,İSTANBUL,20,58,10,234,0,0,0,3,25,45
6610,Ömer DİNÇER,AK Parti,İSTANBUL,0,0,0,0,0,0,0,0,0,0
6383,Mehmet DOMAÇ,AK Parti,İSTANBUL,1,4,0,2,0,0,0,0,0,0
4840,Osman Oktay EKŞİ,CHP,İSTANBUL,10,16,1,28,0,1,0,2,2,136
5471,Ekrem ERDEM,AK Parti,İSTANBUL,0,1,0,0,0,0,0,0,0,0
6371,Recep Tayyip ERDOĞAN,AK Parti,İSTANBUL,2,2,0,0,0,0,0,0,0,0
6748,Aykut ERDOĞDU,CHP,İSTANBUL,0,16,2,57,0,0,1,4,0,57
6174,Gürsoy EROL,AK Parti,İSTANBUL,0,2,0,1,0,0,0,0,0,0
6936,Ahmet Haldun ERTÜRK,AK Parti,İSTANBUL,0,3,0,2,0,0,0,0,0,0
6756,Haluk EYİDOĞAN,CHP,İSTANBUL,0,26,0,182,0,0,0,2,1,38
6408,İdris GÜLLÜCE,AK Parti,İSTANBUL,0,2,0,1,0,0,0,0,0,0
6069,Mehmet Akif HAMZAÇEBİ,CHP,İSTANBUL,18,19,1,4,1,2,0,2,0,30
6336,Halide İNCEKARA,AK Parti,İSTANBUL,0,2,1,2,0,0,0,0,0,0
6167,Ünal KACIR,AK Parti,İSTANBUL,0,2,0,1,0,0,0,0,0,0
6915,Harun KARACA,AK Parti,İSTANBUL,0,3,0,2,0,0,0,0,0,0
6495,Atila KAYA,MHP,İSTANBUL,2,5,0,119,0,1,0,2,0,20
6883,Erol KAYA,AK Parti,İSTANBUL,0,2,0,4,0,0,0,0,0,2
6910,Tülay KAYNARCA,AK Parti,İSTANBUL,0,4,0,5,0,0,0,0,0,0
5982,Kemal KILIÇDAROĞLU,CHP,İSTANBUL,0,0,0,0,0,0,0,0,0,0
6379,Feyzullah KIYIKLIK,AK Parti,İSTANBUL,0,1,0,0,0,0,0,0,0,0
6858,Osman Taney KORUTÜRK,CHP,İSTANBUL,0,18,0,25,0,0,0,4,0,13
6799,Mehmet Doğan KUBAT,AK Parti,İSTANBUL,2,6,0,4,0,0,0,0,5,0
6274,Burhan KUZU,AK Parti,İSTANBUL,0,0,0,0,0,0,0,0,0,0
6885,Sedef KÜÇÜK,CHP,İSTANBUL,6,27,6,137,0,1,0,2,0,17
6777,Metin KÜLÜNK,AK Parti,İSTANBUL,1,3,0,3,0,0,0,0,0,0
6870,Muhammet Bilal MACİT,AK Parti,İSTANBUL,0,3,0,3,0,0,0,0,0,0
6775,Mehmet MUŞ,AK Parti,İSTANBUL,0,3,0,3,0,0,0,0,0,0
6918,Nureddin NEBATİ,AK Parti,İSTANBUL,0,2,0,2,0,0,0,0,0,0
6864,Melda ONUR,CHP,İSTANBUL,1,15,3,47,0,0,0,2,0,39
6800,Umut ORAN,CHP,İSTANBUL,16,23,12,48,0,0,0,1,10,349
6929,Kadir Gökmen ÖĞÜT,CHP,İSTANBUL,0,27,0,303,0,3,0,1,5,45
6903,Ahmet Baha ÖĞÜTKEN,AK Parti,İSTANBUL,0,4,0,3,0,0,0,0,0,0
